Year,Model,Condition,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2019,Passport Touring,Used,5.0,413,Black,–,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H9XKB027276,3527276P,19218,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer
2022,Civic Sport Touring,New,4.4,1456,Platinum,Gray,Front-wheel Drive,30–37,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H80NE022810,H22724,1,4.6,4.9,4.4,4.6,4.6,4.7,FL,Dealer
2023,Ridgeline RTL-E,New,4.8,306,Platinum White Pearl,Bge Lth,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FPYK3F7XPB004837,237003,4,5.0,4.8,4.8,4.2,5.0,5.0,MI,Dealer
2022,Pilot Sport,New,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H30NB103978,NG24098,0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer
2021,CR-V EX-L,Used,4.4,168,Sonic Gray Pearl,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H83MH601522,C3730A,44738,4.9,4.8,4.8,4.8,4.9,4.9,VT,Dealer
2022,Passport EX-L,New,4.9,306,Crystal Black Pearl,Blk Lth-Trmmed Seats,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF8H51NB026292,226018,0,5.0,5.0,4.9,5.0,4.9,5.0,MI,Dealer
2017,CR-V EX,Honda Certified,4.8,602,Obsidian Blue Pearl,Gray,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H59HE043605,043605,62171,4.8,4.8,4.7,4.7,4.8,4.8,AR,Dealer
2019,HR-V Sport,Used,4.6,33,Silver Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H16KG705805,FNOV2225C,54989,4.6,4.6,4.4,4.6,4.8,4.7,SD,Dealer
2022,Accord Hybrid Sport,New,5.0,9,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA047022,00821719,6,4.9,5.0,5.0,4.9,4.9,5.0,CA,Dealer
2011,Odyssey EX,Used,4.0,9531,Beige,Beige,Front-wheel Drive,18–27,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H48BB004627,2002006255,85576,4.8,4.7,4.5,4.4,4.6,4.6,IL,
2022,Pilot Sport,New,4.7,790,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB091067,220186,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2021,Passport Sport,Honda Certified,4.0,277,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25MB003635,QDN003635,15789,4.9,4.7,4.8,4.6,4.8,4.8,IA,Dealer
2020,CR-V EX-L,Used,4.4,764,Crystal Black Pearl,–,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H86LH634528,723053A,30668,4.9,4.8,4.8,4.8,4.9,4.9,PA,Dealer
2022,Pilot Elite,New,4.4,928,–,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H02NB093511,40208-01,11,5.0,5.0,5.0,5.0,5.0,5.0,SC,Dealer
2022,Passport TrailSport,Used,4.9,1600,Lunar Silver Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67NB002653,NB002653,2685,5.0,5.0,4.9,5.0,4.9,5.0,NJ,Dealer
2022,Pilot Touring 8-Passenger,New,5.0,14,White,Black,All-wheel Drive,19–26,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H62NB099796,H22660,2,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
2020,Fit LX,Used,4.3,54,Red,Black,Front-wheel Drive,33–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H49LM706349,36117,40902,4.7,4.6,4.7,4.8,4.5,4.8,NY,Dealer
2018,Clarity Plug-In Hybrid Base,Honda Certified,4.7,1362,Crystal Black,–,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F15JC023204,A7000421,27132,4.8,4.7,4.6,4.6,4.4,4.7,MO,Dealer
2021,Accord Sport 1.5T,Used,4.7,551,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36MA058640,C32685,10820,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2022,Accord Sport 1.5T,Used,4.9,715,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA069743,N178A,5618,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
2020,Insight Touring,Used,4.8,3,Gray,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F96LE015216,22495D,52170,4.5,4.8,4.5,4.8,4.9,5.0,VT,Dealer
2022,Ridgeline RTL-E,New,5.0,13041,Modern Steel Metallic,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79NB035610,B035610,0,5.0,4.9,4.9,4.3,4.7,5.0,FL,Dealer
2020,Pilot EX-L,Used,3.4,54,Platinum White Pearl,Beige,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50LB063352,HT3876A,51739,4.6,4.5,4.2,4.1,4.5,4.1,IA,Dealer
2022,Pilot TrailSport,New,4.5,1020,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H83NB100455,21378,3,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2023,Ridgeline RTL-E,Used,4.4,1014,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78PB005422,PB005422P,2836,5.0,4.8,4.8,4.2,5.0,5.0,CA,Dealer
2023,CR-V Hybrid Sport Touring,New,5.0,3600,–,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800796,H800796,1,5.0,3.0,4.0,4.0,5.0,5.0,FL,Dealer
2023,CR-V EX-L,New,4.9,3496,Lunar Silver Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H70PH300154,Q00154,0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer
2022,Accord Sport 1.5T,New,5.0,38,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA124311,52119,3,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2022,Pilot TrailSport,New,3.7,270,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB103810,22H721,2,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
2023,CR-V Hybrid Sport Touring,New,4.9,3405,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800247,PH800247,10,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer
2023,CR-V EX,New,4.4,663,Radiant Red Metallic,Gray,All-wheel Drive,27–32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARS4H49PE007805,HCPE007805,5,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
2023,CR-V Hybrid Sport Touring,New,3.8,596,Canyon River Blue Metallic,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,7FARS6H90PE002354,8BH737N,6,5.0,3.0,4.0,4.0,5.0,5.0,MN,Dealer
2021,Passport Sport,Used,4.8,166,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB000953,U1126,22463,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2023,Passport Elite,New,3.9,144,Radiant Red Metallic,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H02PB004521,23006H,11,,,,,,,NE,Dealer
2020,Ridgeline Sport,Used,4.3,232,Gray,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F14LB017041,60393,15569,4.8,4.7,4.6,4.5,4.7,4.7,CA,Dealer
2022,Pilot Special Edition,New,4.8,2503,Lunar Silver Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103419,H2103419,0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2023,CR-V Hybrid Sport Touring,New,5.0,1155,Radiant Red Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH803428,PH803428,5,5.0,3.0,4.0,4.0,5.0,5.0,MO,Dealer
2022,Accord Hybrid Sport,New,5.0,1,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA046060,N11302,0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer
2023,Odyssey Sport,New,4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71PB025357,182034,11,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer
2023,Passport EX-L,New,4.8,1978,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52PB000318,23060,3,,,,,,,IL,Dealer
2023,Civic Sport,New,4.5,1,Boost Blue Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F56PH503159,30360,10,,,,,,,CA,Dealer
2019,Civic LX,Used,4.9,39,Platinum White Pearl,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F69KH584505,23510,34286,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2023,Passport Elite,New,5.0,3207,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB003013,Q100231,0,,,,,,,NC,Dealer
2022,Pilot EX-L,New,4.9,79,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,Automatic,V6 Cylinder Engine,5FNYF5H5XNB038049,N01745,5,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2023,CR-V Hybrid Sport Touring,New,5.0,619,Crystal Black Pearl,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H96PH804114,230235,0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
2017,Accord Hybrid Touring,Used,5.0,592,Black,–,Front-wheel Drive,49–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,JHMCR6F71HC029056,N0604A,59440,4.8,4.8,4.7,4.6,4.9,4.8,PA,Dealer
2015,CR-V Touring,Used,4.5,470,–,–,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H98FL026966,S9173W,123390,4.4,4.4,4.3,4.3,4.6,4.5,OH,Dealer
2021,Passport Sport,Used,4.8,90,White,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H23MB005240,U11455T,17114,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2022,CR-V Touring,New,5.0,338,Modern Steel Metallic,Gray,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H99NE045892,2555,5,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer
2017,Civic LX,Used,4.8,1,Black,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F5XHH507433,507433,73145,4.7,4.7,4.8,4.8,4.8,4.8,AZ,Dealer
2020,Civic EX,Used,4.9,1545,Rallye Red,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H68LU220495,T727689,30478,4.8,4.8,4.9,4.8,4.9,4.9,FL,Dealer
2005,Civic Hybrid,Used,2.2,202,Blue,Gray,Front-wheel Drive,46–51,Hybrid,5-Speed Manual,1.3L I4 8V MPFI SOHC Hybrid,JHMES95695S014118,28109,214100,4.5,4.2,4.2,4.3,4.0,4.0,MI,Dealer
2008,Pilot SE,Used,4.6,11,Burgundy,Gray,Four-wheel Drive,15–20,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF18398B034831,034831,155603,4.6,4.3,4.6,4.6,4.4,4.8,PA,Dealer
2022,Accord Touring,New,4.9,2757,Platinum White Pearl,Ivory,Front-wheel Drive,22–32,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F96NA000829,H43921,0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
2022,Pilot Sport,New,4.2,1147,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB082865,H221501,6,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
2022,Accord Sport 1.5T,New,5.0,67,Crystal Black Pearl,–,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31NA117658,H22846,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2022,Pilot EX-L,New,5.0,5,Modern Steel Metallic,Black,Front-wheel Drive,20–27,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF5H59NB036373,22030,0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
2023,HR-V Sport,New,3.9,841,Urban Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ2H57PM701208,PM701208,1500,4.0,5.0,4.0,5.0,5.0,5.0,WI,Dealer
2019,Accord LX,Used,4.6,516,Gray,–,Front-wheel Drive,30–38,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCV1F11KA048528,23PL274A,36416,4.7,4.7,4.7,4.7,4.8,4.8,ID,Dealer
2019,Odyssey EX-L,Honda Certified,3.9,1075,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H76KB133806,L253296,88387,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2019,Civic Si Base,Used,5.0,990,Lunar Silver Metallic,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E53KH702485,1220562,21183,4.7,4.8,4.7,4.8,4.8,4.9,OR,Dealer
2022,Civic Si Base,New,4.7,502,Platinum White Pearl,Black / Red,Front-wheel Drive,27–37,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E58NH477074,NH477074,3,4.2,4.0,4.5,4.2,4.5,5.0,FL,Dealer
2018,Civic Sport Touring,Used,4.8,1736,Sonic Gray Pearl,–,Front-wheel Drive,30–36,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H98JU410210,U35615,59805,4.7,4.7,4.8,4.8,4.9,4.8,NY,Dealer
2023,Ridgeline RTL-E,New,4.8,234,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB015425,P0143,25,5.0,4.8,4.8,4.2,5.0,5.0,MO,Dealer
2023,CR-V Hybrid Sport Touring,New,4.4,5,Platinum White Pearl,Black,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H94PH800174,23023,7,5.0,3.0,4.0,4.0,5.0,5.0,OK,Dealer
2020,Odyssey EX-L,Used,4.5,285,Gray,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79LB046077,Q3143,19484,4.8,4.8,4.7,4.6,4.7,4.7,WA,Dealer
2021,Passport Sport,Used,4.8,549,Crystal Black Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H21MB002935,S102957B,17476,4.9,4.7,4.8,4.6,4.8,4.8,FL,Dealer
2019,Civic LX,Honda Certified,4.9,1172,Platinum White,Ivory,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B6XKH303720,C33178A,79841,4.8,4.8,4.9,4.8,4.9,4.9,LA,Dealer
2023,Pilot Elite,New,4.5,3710,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H88PB002895,PB002895,12,,,,,,,MO,Dealer
2020,Pilot EX-L,Honda Certified,4.7,1362,Platinum White,–,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54LB038177,A6009891,32318,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2022,Accord Hybrid Base,New,5.0,306,Sonic Gray Pearl,Blk Fabric W/Synthetic Lt,Front-wheel Drive,44–41,Hybrid,eCVT,4 Cylinder Engine,1HGCV3F27NA048042,220058,0,4.9,5.0,5.0,4.9,4.9,5.0,MI,Dealer
2020,Accord Hybrid EX-L,Used,4.3,623,Platinum White Pearl,–,FWD,48–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F57LA016988,LA016988,17498,4.7,4.8,4.5,4.6,4.7,4.8,NV,Dealer
2017,Civic LX,Used,4.8,2,White,Tan,Front-wheel Drive,31–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H2XHU401666,22864328,70462,4.7,4.7,4.8,4.8,4.8,4.8,IL,Dealer
2022,Pilot Special Edition,New,4.6,1504,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB103450,NB103450,1,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
2019,Pilot Touring 8-Passenger,Used,4.7,5,Black,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H98KB003496,22870703,59260,4.8,4.7,4.7,4.6,4.7,4.8,OH,Dealer
2023,Civic Touring,New,5.0,3207,Meteorite Gray Metallic,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F94PH302325,HO7541,9,,,,,,,NC,Dealer
2021,Civic Type R Touring,Used,4.9,14,Blue,Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77MU202538,23326144,13829,5.0,4.8,5.0,4.8,4.8,5.0,FL,Dealer
2015,CR-Z EX,Used,5.0,4570,Premium White Pearl,Black / Red,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D69FS000875,233088A,36002,4.5,4.7,4.7,4.9,4.9,5.0,TX,Dealer
2022,Accord Sport 2.0T,New,5.0,2321,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA024229,H224890,3,5.0,5.0,5.0,5.0,5.0,5.0,DE,Dealer
2022,HR-V EX,Used,3.8,0,–,–,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H54NM746349,UCL5388,11208,3.8,3.2,3.6,3.6,4.2,4.2,LA,Dealer
2022,Insight EX,Used,5.0,1114,Modern Steel Metallic,Black,Front-wheel Drive,55–49,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F51NE006892,NE006892,11414,,,,,,,FL,Dealer
2022,Pilot Sport,New,2.8,175,Gray,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB084097,220638-R,10,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
2022,Pilot Special Edition,New,4.8,1978,Gray,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22NB097673,DTO22906,45,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2020,Accord LX 1.5T,Used,4.3,3504,Silver,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F18LA102960,181965A,32910,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer
2021,Passport EX-L,Used,4.8,1219,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XMB038763,EP11046,39268,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
2022,Pilot Sport,New,4.2,488,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102953,NB102953,10,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
2019,HR-V Sport,Used,4.0,9531,Silver,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H1XKG705807,2002060955,67814,4.6,4.6,4.4,4.6,4.8,4.7,IL,
2022,Civic EX,Used,4.8,442,Crystal Black Pearl,Black,Front-wheel Drive,33–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F71NH313939,NH313939DA,2498,4.6,4.9,4.4,4.6,4.6,4.7,OR,Dealer
2022,Pilot Special Edition,New,5.0,23,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB104513,30399,10,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2023,CR-V EX-L,New,5.0,1664,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH410944,35617,91,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
2022,Pilot TrailSport,New,4.6,1607,Sonic Gray Pearl,–,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB091500,NB091500,6,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
2023,Pilot Elite,New,4.8,1732,Platinum White Pearl,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H83PB006644,P2212,1,,,,,,,IL,Dealer
2021,Passport Sport,Used,4.7,59,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25MB035808,P2214,9984,4.9,4.7,4.8,4.6,4.8,4.8,CO,Dealer
2020,Pilot EX,Honda Certified,4.2,1147,Platinum White Pearl,Black,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38LB032803,H230059A,34313,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2022,Accord Sport 1.5T,New,5.0,1,Alabaster Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA104638,40C193,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2022,Pilot EX-L,New,4.5,1126,Lunar Silver Metallic,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58NB096277,NB096277,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2021,Pilot Touring 8-Passenger,Used,5.0,2879,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H97MB032751,P4311A,30851,4.9,4.8,4.8,4.7,4.7,4.8,MA,Dealer
2019,CR-V Touring,Used,4.8,10,Crystal Black Pearl,Black,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H92KE004323,N8047A,56282,4.8,4.8,4.7,4.7,4.8,4.8,WV,Dealer
2019,Passport EX-L,Used,4.8,3179,Modern Steel Metallic,Gray,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H55KB001692,001692R,35154,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer
1998,Prelude,Used,4.6,20,Silver,Black,Front-wheel Drive,23–27,Gasoline,5-Speed Manual,2.2L I4 16V MPFI DOHC,JHMBB6147WC001708,P2480,28921,4.3,4.7,4.7,4.6,4.6,4.7,NE,Dealer
2022,Accord Sport 2.0T,New,4.8,578,Still Night Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA019695,NA019695,5,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2018,Ridgeline RTL-E,Used,4.5,1494,White,Black / Red,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F71JB007360,RE30118A,41263,4.9,4.8,4.8,4.6,4.8,4.9,TN,Dealer
2023,Civic Si Base,New,4.4,158,Platinum White Pearl,Black / Red,Front-wheel Drive,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH470951,H23035,3,,,,,,,MD,Dealer
2015,Crosstour EX-L,Used,4.4,1192,Kona Coffee Metallic,Black,Four-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H5XFL003187,FL003187,117013,4.7,4.8,4.6,4.5,4.7,4.8,OH,Dealer
2019,Odyssey EX,Used,4.6,165,Gray,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H56KB119144,119144,71322,4.8,4.6,4.5,4.3,4.7,4.5,KY,Dealer
2022,Accord Hybrid EX-L,Used,4.9,948,Gray,Black,Front-wheel Drive,48–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F56NA016869,NA016869A,12602,4.9,5.0,5.0,4.9,4.9,5.0,TX,Dealer
